0.000000e+000,1.040000e+002
1.000000e+000,2.140000e+002
2.000000e+000,2.160000e+002
3.000000e+000,2.160000e+002
4.000000e+000,2.250000e+002
5.000000e+000,2.050000e+002
6.000000e+000,2.320000e+002
7.000000e+000,2.260000e+002
8.000000e+000,2.090000e+002
9.000000e+000,2.220000e+002
1.000000e+001,2.460000e+002
1.100000e+001,2.260000e+002
1.200000e+001,2.180000e+002
1.300000e+001,2.280000e+002
1.400000e+001,1.990000e+002
1.500000e+001,1.920000e+002
1.600000e+001,2.050000e+002
1.700000e+001,2.070000e+002
1.800000e+001,2.070000e+002
1.900000e+001,2.030000e+002
2.000000e+001,2.370000e+002
2.100000e+001,2.650000e+002
2.200000e+001,2.140000e+002
2.300000e+001,2.260000e+002
2.400000e+001,2.120000e+002
2.500000e+001,2.150000e+002
2.600000e+001,1.940000e+002
2.700000e+001,2.050000e+002
2.800000e+001,2.260000e+002
2.900000e+001,1.910000e+002
3.000000e+001,2.190000e+002
3.100000e+001,1.900000e+002
3.200000e+001,2.230000e+002
3.300000e+001,2.620000e+002
3.400000e+001,2.910000e+002
3.500000e+001,3.230000e+002
3.600000e+001,7.030000e+002
3.700000e+001,1.612000e+003
3.800000e+001,2.969000e+003
3.900000e+001,4.038000e+003
4.000000e+001,4.127000e+003
4.100000e+001,3.309000e+003
4.200000e+001,1.736000e+003
4.300000e+001,8.830000e+002
4.400000e+001,6.930000e+002
4.500000e+001,5.790000e+002
4.600000e+001,5.670000e+002
4.700000e+001,5.330000e+002
4.800000e+001,5.190000e+002
4.900000e+001,6.270000e+002
5.000000e+001,8.800000e+002
5.100000e+001,1.610000e+003
5.200000e+001,4.067000e+003
5.300000e+001,8.766000e+003
5.400000e+001,1.771900e+004
5.500000e+001,3.557600e+004
5.600000e+001,6.545300e+004
5.700000e+001,1.055720e+005
5.800000e+001,1.605980e+005
5.900000e+001,2.152940e+005
6.000000e+001,2.704310e+005
6.100000e+001,3.063830e+005
6.200000e+001,3.244220e+005
6.300000e+001,3.314520e+005
6.400000e+001,3.370500e+005
6.500000e+001,3.382100e+005
6.600000e+001,3.369500e+005
6.700000e+001,3.198690e+005
6.800000e+001,3.068100e+005
6.900000e+001,3.060300e+005
7.000000e+001,2.999720e+005
7.100000e+001,2.734840e+005
7.200000e+001,2.510380e+005
7.300000e+001,2.303100e+005
7.400000e+001,2.270190e+005
7.500000e+001,2.156080e+005
7.600000e+001,1.931860e+005
7.700000e+001,1.722060e+005
7.800000e+001,1.593900e+005
7.900000e+001,1.474860e+005
8.000000e+001,1.345000e+005
8.100000e+001,1.216280e+005
8.200000e+001,1.128380e+005
8.300000e+001,1.059030e+005
8.400000e+001,9.479800e+004
8.500000e+001,8.352300e+004
8.600000e+001,7.477300e+004
8.700000e+001,7.161200e+004
8.800000e+001,7.009700e+004
8.900000e+001,6.357300e+004
9.000000e+001,5.461400e+004
9.100000e+001,4.845300e+004
9.200000e+001,4.541700e+004
9.300000e+001,4.372200e+004
9.400000e+001,4.126700e+004
9.500000e+001,3.693000e+004
9.600000e+001,3.491800e+004
9.700000e+001,3.248900e+004
9.800000e+001,2.946200e+004
9.900000e+001,2.661500e+004
1.000000e+002,2.506600e+004
1.010000e+002,2.435500e+004
1.020000e+002,2.297900e+004
1.030000e+002,2.067700e+004
1.040000e+002,1.857300e+004
1.050000e+002,1.717100e+004
1.060000e+002,1.650100e+004
1.070000e+002,1.551800e+004
1.080000e+002,1.451700e+004
1.090000e+002,1.345500e+004
1.100000e+002,1.280700e+004
1.110000e+002,1.149200e+004
1.120000e+002,1.063200e+004
1.130000e+002,1.011900e+004
1.140000e+002,9.757000e+003
1.150000e+002,9.230000e+003
1.160000e+002,8.511000e+003
1.170000e+002,7.683000e+003
1.180000e+002,7.305000e+003
1.190000e+002,6.524000e+003
1.200000e+002,6.305000e+003
1.210000e+002,5.908000e+003
1.220000e+002,5.587000e+003
1.230000e+002,5.292000e+003
1.240000e+002,4.886000e+003
1.250000e+002,4.297000e+003
1.260000e+002,4.152000e+003
1.270000e+002,3.901000e+003
